ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,default
5029255,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023,-4280,1,1,0,0,Laborers,2.0,False
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029257,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029258,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029260,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029261,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029262,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029263,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029267,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029268,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029269,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029270,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,False
5029272,M,Y,Y,0,116653.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-9270,-1661,1,1,1,0,Laborers,2.0,False
5029275,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17550,-2788,1,0,0,0,Security staff,2.0,False
5029277,F,N,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-15130,-170,1,0,0,0,,2.0,False
5029278,F,N,N,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-15130,-170,1,0,0,0,,2.0,False
5029283,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23602,365243,1,0,1,0,,1.0,False
5029288,F,N,N,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20803,365243,1,0,0,0,,2.0,False
5029291,F,N,N,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20803,365243,1,0,0,0,,2.0,False
5029293,F,N,N,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20803,365243,1,0,0,0,,2.0,False
5029312,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15488,-2453,1,0,0,0,Laborers,2.0,False
5029314,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-15329,-8510,1,0,0,0,Core staff,2.0,False
5029316,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-15329,-8510,1,0,0,0,Core staff,2.0,False
5029319,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22068,365243,1,0,0,0,,2.0,False
5029320,F,N,Y,0,40500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18207,365243,1,0,1,0,,2.0,False
5029322,F,N,Y,0,40500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18207,365243,1,0,1,0,,2.0,False
5029323,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23678,365243,1,0,0,0,,2.0,False
5029324,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23678,365243,1,0,0,0,,2.0,False
5029329,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13192,-2088,1,1,0,0,,2.0,False
5029330,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13192,-2088,1,1,0,0,,2.0,False
5029333,F,N,N,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-11974,-1388,1,0,0,0,Sales staff,1.0,False
5029335,F,N,N,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-11974,-1388,1,0,0,0,Sales staff,1.0,False
5029336,F,N,N,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-11974,-1388,1,0,0,0,Sales staff,1.0,False
5029342,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20110,365243,1,0,0,0,,2.0,False
5029343,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20110,365243,1,0,0,0,,2.0,False
5029345,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2.0,False
5029346,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2.0,False
5029347,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2.0,False
5029349,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2.0,False
5029353,F,Y,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14399,-1266,1,0,0,1,Sales staff,1.0,False
5029358,M,Y,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13465,-839,1,0,1,0,Managers,4.0,False
5029364,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,4.0,False
5029365,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,4.0,False
5029370,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13633,-1692,1,0,1,0,Core staff,4.0,False
5029379,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,False
5029383,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,False
5029384,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,False
5029385,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,False
5029387,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20844,365243,1,0,0,0,,2.0,False
5029393,M,Y,Y,1,252000.0,Working,Higher education,Married,House / apartment,-18252,-262,1,0,0,0,Security staff,3.0,False
5029401,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19125,365243,1,0,0,0,,2.0,False
5029404,M,N,N,0,135000.0,Working,Higher education,Single / not married,With parents,-11599,-718,1,0,1,0,Laborers,1.0,False
5029405,M,N,N,0,135000.0,Working,Higher education,Single / not married,With parents,-11599,-718,1,0,1,0,Laborers,1.0,False
5029406,M,N,N,0,135000.0,Working,Higher education,Single / not married,With parents,-11599,-718,1,0,1,0,Laborers,1.0,False
5029409,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,Rented apartment,-17213,-1143,1,0,0,0,Core staff,2.0,False
5029414,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,3.0,False
5029416,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,3.0,False
5029427,M,Y,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10592,-412,1,1,1,1,Drivers,4.0,False
5029428,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16269,-1358,1,0,0,0,Sales staff,1.0,False
5029438,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029439,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,True
5029440,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,True
5029442,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029443,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029447,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029448,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029450,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029451,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,True
5029453,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,False
5029458,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,False
5029461,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,False
5029467,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,False
5029472,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20371,365243,1,0,0,0,,1.0,False
5029473,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20371,365243,1,0,0,0,,1.0,False
5029474,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20371,365243,1,0,0,0,,1.0,False
5029476,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-16337,-2727,1,1,1,0,,2.0,False
5029479,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-16337,-2727,1,1,1,0,,2.0,False
5029480,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-16337,-2727,1,1,1,0,,2.0,False
5029492,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029493,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029496,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029502,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029503,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029504,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,False
5029511,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,1,0,0,0,,2.0,False
5029513,M,Y,Y,0,153000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18861,-1480,1,1,1,0,Drivers,2.0,False
5029514,M,Y,Y,0,153000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18861,-1480,1,1,1,0,Drivers,2.0,False
5029519,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19253,-8448,1,0,0,0,,2.0,False
5029521,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19253,-8448,1,0,0,0,,2.0,False
5029522,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19253,-8448,1,0,0,0,,2.0,False
5029535,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-12783,-1205,1,0,0,0,Core staff,2.0,False
5029536,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-12783,-1205,1,0,0,0,Core staff,2.0,False
5029539,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-12783,-1205,1,0,0,0,Core staff,2.0,False
5029542,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596,-1965,1,0,0,0,,3.0,False
5029543,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596,-1965,1,0,0,0,,3.0,False
5029545,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596,-1965,1,0,0,0,,3.0,False
5029557,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751,365243,1,0,0,0,,1.0,False
5029559,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751,365243,1,0,0,0,,1.0,False
5029560,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13354,-2727,1,0,0,0,Laborers,1.0,False
5029562,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13354,-2727,1,0,0,0,Laborers,1.0,False
5029566,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-3822,1,0,1,0,Sales staff,2.0,False
5029578,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15973,-2026,1,0,0,1,Drivers,2.0,False
5029579,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15973,-2026,1,0,0,1,Drivers,2.0,False
5029588,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18620,-1904,1,0,0,0,Managers,2.0,False
5029593,F,N,Y,1,139500.0,Pensioner,Lower secondary,Married,House / apartment,-21735,365243,1,0,0,0,,3.0,False
5029598,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11248,-2391,1,0,0,0,Drivers,2.0,False
5029599,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11248,-2391,1,0,0,0,Drivers,2.0,False
5029601,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-11248,-2391,1,0,0,0,Drivers,2.0,False
5029603,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,False
5029607,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,False
5029608,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,False
5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,False
5029611,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,False
5029616,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,False
5029621,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,False
5029623,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-22646,-5283,1,0,0,0,Cleaning staff,1.0,False
5029625,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,-8041,-1419,1,0,1,1,Sales staff,3.0,False
5029629,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17835,-1266,1,0,0,0,Laborers,1.0,False
5029633,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14577,-2269,1,0,0,0,Sales staff,2.0,False
5029634,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14577,-2269,1,0,0,0,Sales staff,2.0,False
5029637,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14577,-2269,1,0,0,0,Sales staff,2.0,False
5029638,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12291,-1053,1,0,0,0,,2.0,False
5029645,F,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-15842,-1419,1,0,0,0,Waiters/barmen staff,1.0,False
5029650,F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12767,-4614,1,0,0,0,Sales staff,3.0,False
5029651,F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12767,-4614,1,0,0,0,Sales staff,3.0,False
5029652,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029653,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029654,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029655,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029656,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029658,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029659,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029661,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1.0,False
5029662,M,Y,N,0,180000.0,Working,Higher education,Separated,House / apartment,-12330,-5466,1,0,0,0,Laborers,1.0,False
5029663,M,Y,N,0,180000.0,Working,Higher education,Separated,House / apartment,-12330,-5466,1,0,0,0,Laborers,1.0,False
5029664,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029665,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029666,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029667,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029670,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029671,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18401,-2149,1,0,0,0,Laborers,2.0,False
5029673,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13165,-1022,1,0,0,0,Drivers,3.0,False
5029674,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13165,-1022,1,0,0,0,Drivers,3.0,False
5029679,M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20689,365243,1,0,0,0,,1.0,False
5029680,M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20689,365243,1,0,0,0,,1.0,False
5029683,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029687,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029688,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029690,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029691,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029692,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029693,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-19960,-5679,1,0,0,0,Accountants,2.0,False
5029698,M,N,Y,1,202500.0,Working,Higher education,Separated,House / apartment,-18085,-1205,1,0,0,0,Security staff,2.0,False
5029711,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10930,-777,1,0,0,0,Core staff,3.0,False
5029713,F,Y,Y,1,265500.0,Working,Higher education,Married,With parents,-10998,-2514,1,0,0,0,Accountants,3.0,False
5029720,F,Y,Y,1,265500.0,Working,Higher education,Married,With parents,-10998,-2514,1,0,0,0,Accountants,3.0,True
5029721,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029722,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029724,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029726,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029729,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,1,0,1,Core staff,3.0,False
5029731,M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,-18700,-7536,1,0,0,0,,2.0,False
5029737,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23019,365243,1,0,0,0,,1.0,False
5029742,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23019,365243,1,0,0,0,,1.0,False
5029745,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-21576,-1022,1,0,0,0,Drivers,2.0,False
5029749,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10553,-1022,1,0,0,0,Drivers,3.0,False
5029750,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10553,-1022,1,0,0,0,Drivers,3.0,False
5029759,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-19930,-3306,1,0,0,0,Managers,2.0,False
5029764,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-21369,-12253,1,0,1,0,Drivers,2.0,False
5029767,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029768,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029769,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029772,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029775,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029785,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029786,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029787,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029788,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029789,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-21215,-808,1,0,0,0,Medicine staff,2.0,False
5029795,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18256,-2391,1,0,0,0,Sales staff,1.0,False
5029796,M,Y,N,1,238500.0,Working,Higher education,Married,With parents,-11384,-1965,1,1,1,0,Drivers,3.0,False
5029798,M,Y,N,1,238500.0,Working,Higher education,Married,With parents,-11384,-1965,1,1,1,0,Drivers,3.0,False
5029807,M,Y,N,1,238500.0,Working,Higher education,Married,With parents,-11384,-1965,1,1,1,0,Drivers,3.0,False
5029808,M,Y,N,1,238500.0,Working,Higher education,Married,With parents,-11384,-1965,1,1,1,0,Drivers,3.0,False
5032287,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,False
5032288,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,False
5032289,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,False
5032292,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,False
5032293,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,1,0,0,0,,2.0,False
5033412,M,Y,Y,0,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-15349,-6046,1,1,0,0,Managers,2.0,False
5033415,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14167,-1815,1,1,0,0,Laborers,1.0,False
5033436,F,N,N,0,315000.0,Working,Incomplete higher,Single / not married,With parents,-9746,-1268,1,0,1,0,Medicine staff,1.0,False
5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10756,-2180,1,0,1,0,Managers,2.0,False
5033420,F,Y,N,0,144000.0,Working,Higher education,Married,House / apartment,-19401,-5071,1,1,1,0,Managers,2.0,False
5033422,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,With parents,-10273,-3490,1,1,1,0,Private service staff,2.0,False
5033426,F,N,Y,0,247500.0,Working,Secondary / secondary special,Widow,House / apartment,-20030,-2607,1,0,0,0,Cooking staff,1.0,False
5033428,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15236,-202,1,1,1,0,Medicine staff,3.0,False
5033429,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-9958,-1114,1,0,0,1,Waiters/barmen staff,1.0,False
5033430,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-9958,-1114,1,0,0,1,Waiters/barmen staff,1.0,False
5033431,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,4.0,False
5033434,M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,4.0,False
5033437,F,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13033,-3885,1,0,1,0,Laborers,3.0,False
5033438,F,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13033,-3885,1,0,1,0,Laborers,3.0,False
5033447,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-10828,-657,1,0,0,0,Core staff,2.0,False
5033448,F,N,Y,0,189000.0,Commercial associate,Higher education,Married,House / apartment,-15448,-1875,1,0,0,0,Security staff,2.0,False
5033449,F,N,Y,0,189000.0,Commercial associate,Higher education,Married,House / apartment,-15448,-1875,1,0,0,0,Security staff,2.0,False
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19143,-5498,1,1,1,0,Core staff,2.0,False
